serial number,comment,demojized_comment,cleaned_comment,lemmatized_tokens,sentiment_vader,sentiment_textblob,sentiment_transformer,transformer_score,keywords_rake,keywords_yake,keywords_tfidf
42,You are a god for beginners. Now I am subscribing your channel,You are a god for beginners. Now I am subscribing your channel,you are a god for beginners now i am subscribing your channel,"['god', 'beginner', 'subscribe', 'channel']",Positive,Neutral,NEGATIVE,0.9780812859535216,"['subscribing', 'god', 'channel', 'beginners']","['channel', 'god', 'beginners', 'subscribing']",[]
43,College lecture slides are far >>>>>>> better tahn ur video lecture thanks a lot it helped in my todays exam,College lecture slides are far >>>>>>> better tahn ur video lecture thanks a lot it helped in my todays exam,college lecture slides are far better tahn ur video lecture thanks a lot it helped in my todays exam,"['college', 'lecture', 'slide', 'far', 'well', 'tahn', 'ur', 'video', 'lecture', 'thank', 'lot', 'help', 'today', 'exam']",Positive,Positive,NEGATIVE,0.98191237449646,"['far better tahn ur video lecture thanks', 'college lecture slides', 'todays exam', 'lot', 'helped']","['college', 'exam', 'lecture', 'slides', 'tahn', 'video', 'lot', 'helped', 'todays']","['lecture', 'slides', 'better', 'lot', 'thanks', 'video']"
44,"Awesome video. It would be great to see the technical example shown in this video.
Btw, the answer is to ensure fault tolerance.","Awesome video. It would be great to see the technical example shown in this video.
Btw, the answer is to ensure fault tolerance.",awesome video it would be great to see the technical example shown in this video btw the answer is to ensure fault tolerance,"['awesome', 'video', 'would', 'great', 'see', 'technical', 'example', 'show', 'video', 'btw', 'answer', 'ensure', 'fault', 'tolerance']",Positive,Positive,POSITIVE,0.986819624900818,"['technical example shown', 'ensure fault tolerance', 'video btw', 'awesome video', 'would', 'see', 'great', 'answer']","['awesome', 'tolerance', 'video', 'great', 'technical', 'shown', 'btw', 'answer', 'ensure', 'fault']","['video', 'awesome', 'great', 'ensure', 'answer', 'tolerance', 'fault']"
45,"This is absolute perfection. I recently read a similar book, and it was absolute perfection. ""Mastering AWS: A Software Engineers Guide"" by Nathan Vale","This is absolute perfection. I recently read a similar book, and it was absolute perfection. ""Mastering AWS: A Software Engineers Guide"" by Nathan Vale",this is absolute perfection i recently read a similar book and it was absolute perfection mastering aws: a software engineers guide by nathan vale,"['absolute', 'perfection', 'recently', 'read', 'similar', 'book', 'absolute', 'perfection', 'master', 'aw', ':', 'software', 'engineer', 'guide', 'nathan', 'vale']",Positive,Positive,POSITIVE,0.9996368885040284,"['absolute perfection mastering aws', 'software engineers guide', 'absolute perfection', 'similar book', 'recently read', 'nathan vale']","['absolute', 'perfection', 'aws', 'vale', 'recently', 'read', 'similar', 'book', 'mastering', 'software']",[]
46,c)Ensures fault tolerance.   :-)   Great tutovid !,c)Ensures fault tolerance.   :-)   Great tutovid !,censures fault tolerance : great tutovid,"['censure', 'fault', 'tolerance', ':', 'great', 'tutovid']",Positive,Positive,NEGATIVE,0.9987647533416748,"['censures fault tolerance', 'great tutovid']","['censures', 'tolerance', 'great', 'tutovid', 'fault']","['censures', 'great', 'tolerance', 'fault']"
47,WOW!!! thank you sooo muchhhh!!! this was so good and precise. I honestly did not understand anything from uni until I watched this.,WOW!!! thank you sooo muchhhh!!! this was so good and precise. I honestly did not understand anything from uni until I watched this.,wow thank you sooo muchhhh this was so good and precise i honestly did not understand anything from uni until i watched this,"['wow', 'thank', 'sooo', 'muchhhh', 'good', 'precise', 'honestly', 'understand', 'anything', 'uni', 'watch']",Positive,Positive,POSITIVE,0.9995037317276,"['wow thank', 'understand anything', 'sooo muchhhh', 'watched', 'uni', 'precise', 'honestly', 'good']","['wow', 'sooo', 'muchhhh', 'good', 'precise', 'honestly', 'understand', 'uni', 'watched']","['did', 'wow', 'understand', 'good', 'thank']"
48,"Big Data is not unstructured data as you might have suggested in the beginning. Big Data is around big data sets that are otherwise too large to deal with. Big Data might be generated by a particle accelerator, for example, it will be structured data but will be considered as 'Big Data'. By the way, this term is not commonly used by Data professionals. It's mostly used by managers and marketing people.","Big Data is not unstructured data as you might have suggested in the beginning. Big Data is around big data sets that are otherwise too large to deal with. Big Data might be generated by a particle accelerator, for example, it will be structured data but will be considered as 'Big Data'. By the way, this term is not commonly used by Data professionals. It's mostly used by managers and marketing people.",big data is not unstructured data as you might have suggested in the beginning big data is around big data sets that are otherwise too large to deal with big data might be generated by a particle accelerator for example it will be structured data but will be considered as big data by the way this term is not commonly used by data professionals its mostly used by managers and marketing people,"['big', 'datum', 'unstructured', 'datum', 'might', 'suggest', 'begin', 'big', 'datum', 'around', 'big', 'data', 'set', 'otherwise', 'large', 'deal', 'big', 'datum', 'might', 'generate', 'particle', 'accelerator', 'example', 'structure', 'datum', 'consider', 'big', 'datum', 'way', 'term', 'commonly', 'use', 'data', 'professional', 'mostly', 'use', 'manager', 'market', 'people']",Neutral,Positive,NEGATIVE,0.9977682828903198,"['around big data sets', 'beginning big data', 'big data might', 'big data', 'big data', 'unstructured data', 'structured data', 'data professionals', 'particle accelerator', 'mostly used']","['data', 'big', 'people', 'unstructured', 'suggested', 'beginning', 'sets', 'large', 'deal', 'generated']","['data', 'big', 'used', 'way']"
49,3x replication helps with fault tolerance.. may be 3 years late for a gift voucher..😇 but wanted a refresher and this video was great on hadoop,3x replication helps with fault tolerance.. may be 3 years late for a gift voucher.. smiling_face_with_halo  but wanted a refresher and this video was great on hadoop,x replication helps with fault tolerance may be years late for a gift voucher smiling_face_with_halo but wanted a refresher and this video was great on hadoop,"['x', 'replication', 'help', 'fault', 'tolerance', 'may', 'year', 'late', 'gift', 'voucher', 'smiling_face_with_halo', 'want', 'refresher', 'video', 'great', 'hadoop']",Positive,Positive,POSITIVE,0.9951363205909728,"['x replication helps', 'gift voucher smiling_face_with_halo', 'fault tolerance may', 'years late', 'wanted', 'video', 'refresher', 'hadoop', 'great']","['face', 'smiling', 'halo', 'hadoop', 'replication', 'fault', 'tolerance', 'years', 'late', 'gift']","['late', 'great', 'replication', 'hadoop', 'video', 'tolerance', 'fault']"
50,"All a, b, c and d are right answers","All a, b, c and d are right answers",all a b c and d are right answers,"['b', 'c', 'right', 'answer']",Neutral,Positive,POSITIVE,0.9997848868370056,"['right answers', 'b c']",['answers'],"['right', 'answers']"
51,"Best best best 😭❤
Thank you so much for this ❤❤❤","Best best best  loudly_crying_face  red_heart 
Thank you so much for this  red_heart  red_heart  red_heart ",best best best loudly_crying_face red_heart thank you so much for this red_heart red_heart red_heart,"['well', 'well', 'good', 'loudly_crying_face', 'red_heart', 'thank', 'much', 'red_heart', 'red_heart', 'red_heart']",Positive,Positive,POSITIVE,0.9989631175994872,"['best best best loudly_crying_face red_heart thank', 'red_heart red_heart red_heart', 'much']","['heart', 'red', 'crying', 'loudly', 'face']","['red_heart', 'best', 'thank']"
52,C: to Ensure fault tolerance :),C: to Ensure fault tolerance :),c: to ensure fault tolerance :,"['c', ':', 'ensure', 'fault', 'tolerance', ':']",Positive,Neutral,NEGATIVE,0.9841120839118958,"['ensure fault tolerance', 'c']","['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
53,"Thanks for giving lot of information in 6:20 min. Videos, Great job 💯","Thanks for giving lot of information in 6:20 min. Videos, Great job  hundred_points ",thanks for giving lot of information in : min videos great job hundred_points,"['thank', 'give', 'lot', 'information', ':', 'min', 'video', 'great', 'job', 'hundred_point']",Positive,Positive,POSITIVE,0.9984466433525084,"['min videos great job hundred_points', 'giving lot', 'thanks', 'information']","['points', 'min', 'hundred', 'giving', 'lot', 'information', 'videos', 'great', 'job']","['min', 'videos', 'lot', 'great', 'thanks']"
54,C:- Ensure fault tolerance,C:- Ensure fault tolerance,c: ensure fault tolerance,"['c', ':', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.770821213722229,"['ensure fault tolerance', 'c']","['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
55,You deserve a thumbs up.,You deserve a thumbs up.,you deserve a thumbs up,"['deserve', 'thumb']",Neutral,Neutral,POSITIVE,0.9920867085456848,"['thumbs', 'deserve']","['deserve', 'thumbs']",[]
56,"Thanks for the explanation! That's what I was looking for! :) Of course, the answer is C - ensure fault tolerance.","Thanks for the explanation! That's what I was looking for! :) Of course, the answer is C - ensure fault tolerance.",thanks for the explanation thats what i was looking for : of course the answer is c ensure fault tolerance,"['thank', 'explanation', 'that', 's', 'look', ':', 'course', 'answer', 'c', 'ensure', 'fault', 'tolerance']",Positive,Positive,NEGATIVE,0.9231857061386108,"['c ensure fault tolerance', 'explanation thats', 'thanks', 'looking', 'course', 'answer']","['tolerance', 'explanation', 'answer', 'ensure', 'fault']","['course', 'looking', 'explanation', 'thanks', 'ensure', 'answer', 'tolerance', 'fault']"
57,Brilliantly Explained,Brilliantly Explained,brilliantly explained,"['brilliantly', 'explain']",Positive,Positive,POSITIVE,0.9998563528060912,['brilliantly explained'],"['brilliantly', 'explained']",['explained']
58,"This is such a useful video, thank you!!","This is such a useful video, thank you!!",this is such a useful video thank you,"['useful', 'video', 'thank']",Positive,Positive,POSITIVE,0.9996544122695924,['useful video thank'],['video'],"['useful', 'thank', 'video']"
59,thumps up is just a small appriciation need  deserve more than that brilliant explanation,thumps up is just a small appriciation need  deserve more than that brilliant explanation,thumps up is just a small appriciation need deserve more than that brilliant explanation,"['thumps', 'small', 'appriciation', 'need', 'deserve', 'brilliant', 'explanation']",Positive,Positive,NEGATIVE,0.9864565134048462,"['small appriciation need deserve', 'brilliant explanation', 'thumps']","['thumps', 'explanation', 'small', 'appriciation', 'deserve', 'brilliant']","['need', 'just', 'explanation']"
60,Good explanation. Seems like a lot of work to create useless word-frequency maps of nonsense emails though.,Good explanation. Seems like a lot of work to create useless word-frequency maps of nonsense emails though.,good explanation seems like a lot of work to create useless wordfrequency maps of nonsense emails though,"['good', 'explanation', 'seem', 'like', 'lot', 'work', 'create', 'useless', 'wordfrequency', 'map', 'nonsense', 'email', 'though']",Positive,Positive,NEGATIVE,0.9997202754020692,"['good explanation seems like', 'create useless wordfrequency maps', 'nonsense emails though', 'work', 'lot']","['good', 'explanation', 'lot', 'work', 'create', 'useless', 'wordfrequency', 'maps', 'nonsense', 'emails']","['work', 'like', 'lot', 'good', 'explanation']"
